17,2010-10-16T14:33:42Z,35.1183772057,-89.9449235201,30763
17,2010-10-16T00:07:34Z,35.046107769,-89.827721715,864095
17,2010-10-14T14:38:26Z,35.0720804124,-89.948233366,26904
17,2010-09-26T18:05:52Z,35.1499881333,-89.9942961333,35812
17,2010-09-25T21:37:20Z,35.17679505,-89.91689375,1214560
17,2010-09-25T18:54:52Z,35.15428943,-89.993103697,4425307
17,2010-09-23T23:43:09Z,35.1312155333,-89.8081501667,28439
17,2010-09-19T20:15:50Z,35.1640395833,-89.8788026667,137805
17,2010-09-08T16:18:46Z,35.0720804124,-89.948233366,26904
17,2010-08-26T22:49:43Z,35.1000556322,-89.8528969288,29069
17,2010-08-22T18:52:43Z,35.14676825,-89.9933744167,138992
17,2010-08-22T18:52:33Z,35.1503035833,-89.99492105,664053
17,2010-08-22T18:52:15Z,35.1510110167,-89.9937861833,663944
17,2010-08-22T18:52:04Z,35.15107655,-89.99373225,94178
17,2010-08-22T18:51:46Z,35.1510755333,-89.9931118333,663957
17,2010-08-22T18:51:10Z,35.1499881333,-89.9942961333,35812
17,2010-08-22T18:50:30Z,35.1506133667,-89.9895417333,119619
17,2010-08-22T18:49:38Z,35.150226,-89.9898629667,663817
17,2010-08-22T18:48:44Z,35.1502338667,-89.9893642833,119534
17,2010-08-21T15:17:36Z,35.133315517,-89.83378581,2190455
17,2010-08-14T19:18:46Z,35.140208152,-89.79756537,132612
17,2010-08-06T00:03:43Z,35.1153582694,-89.8940366507,35031
17,2010-07-31T16:57:52Z,35.20287448,-89.79324066,253826
17,2010-07-27T23:18:03Z,35.1300854954,-89.946090281,33035
17,2010-07-21T02:44:35Z,35.1354443777,-89.9997961521,222509
17,2010-07-16T23:49:33Z,35.1153582694,-89.8940366507,35031
17,2010-07-15T00:16:26Z,35.1396026611,-90.0552978516,155626
17,2010-07-12T23:19:30Z,35.1267467093,-89.9464148283,45915
17,2010-07-09T16:36:41Z,35.11234305,-89.89585755,452100
17,2010-07-08T05:34:34Z,35.133157628,-90.0279687345,26265
17,2010-07-06T17:22:48Z,35.0720804124,-89.948233366,26904
17,2010-07-04T15:44:05Z,35.1124708681,-89.8680245876,30595
17,2010-07-02T16:28:15Z,35.12749129,-89.94594919,1373244
17,2010-06-30T23:38:14Z,35.133157628,-90.0279687345,26265
17,2010-06-28T22:53:36Z,35.1193444333,-89.9079587333,1132614
17,2010-06-28T00:25:24Z,35.104809933,-89.8015556,1351910
17,2010-06-28T00:23:18Z,35.1087908833,-89.8023297167,30976
17,2010-06-27T20:32:21Z,35.1638563333,-89.7935112667,166249
17,2010-06-26T14:04:27Z,35.1333517575,-89.9610328674,71189
17,2010-06-25T23:01:25Z,35.1124708681,-89.8680245876,30595
17,2010-06-23T17:38:21Z,35.0720804124,-89.948233366,26904
17,2010-06-23T17:08:07Z,35.0710336833,-89.9051295667,674884
17,2010-06-20T17:40:07Z,35.1047779455,-89.8681747913,30600
17,2010-06-20T02:15:10Z,35.1489981167,-89.8995158833,575132
17,2010-06-12T22:33:15Z,35.2218236,-89.7406943667,616607
17,2010-06-12T16:07:59Z,35.136341917,-89.973095933,1265801
17,2010-06-12T13:32:06Z,35.1355195667,-90.0061334833,61132
17,2010-06-10T12:21:25Z,35.1355195667,-90.0061334833,61132
17,2010-06-08T17:10:44Z,35.0752421167,-89.95033805,65484
17,2010-06-06T20:14:07Z,35.1153582694,-89.8940366507,35031
17,2010-06-03T00:25:18Z,35.0978458167,-89.8412345333,341811
17,2010-06-02T18:35:17Z,35.02009818,-89.897745684,1213052
17,2010-06-02T03:39:01Z,35.133157628,-90.0279687345,26265
17,2010-06-01T17:16:27Z,35.12505215,-89.97695696,1207958
17,2010-05-30T18:00:53Z,35.1133108667,-89.8962487,293034
17,2010-05-30T00:09:39Z,35.137129583,-90.06114255,1194481
17,2010-05-28T23:53:08Z,35.1153582694,-89.8940366507,35031
17,2010-05-28T23:23:12Z,35.1133108667,-89.8962487,293034
17,2010-05-25T01:25:05Z,35.1373376667,-89.9967844833,102117
17,2010-05-24T02:36:56Z,35.1153582694,-89.8940366507,35031
17,2010-05-21T05:20:30Z,35.133157628,-90.0279687345,26265
17,2010-05-18T06:20:02Z,35.133157628,-90.0279687345,26265
17,2010-05-17T23:25:29Z,35.1193444333,-89.9079587333,1132614
17,2010-05-12T14:46:39Z,35.0720804124,-89.948233366,26904
17,2010-05-06T22:48:04Z,35.1137138333,-89.9466213333,304251
17,2010-05-05T23:49:11Z,35.1369542333,-89.99158315,544084
17,2010-04-29T12:40:46Z,35.133157628,-90.0279687345,26265
17,2010-04-25T23:29:09Z,35.1360056422,-90.0055609465,395072
17,2010-04-25T20:16:00Z,35.1510755333,-89.9931118333,663957
17,2010-04-25T20:15:39Z,35.15107655,-89.99373225,94178
17,2010-04-25T20:15:15Z,35.1510110167,-89.9937861833,663944
17,2010-04-25T20:13:32Z,35.15107655,-89.99373225,94178
17,2010-04-25T16:29:33Z,35.1124708681,-89.8680245876,30595
17,2010-04-25T15:02:05Z,35.101442511,-89.8588299751,228528
17,2010-04-24T17:52:29Z,35.117019137,-89.9443602562,506986
17,2010-04-24T00:00:31Z,35.1153582694,-89.8940366507,35031
17,2010-04-23T23:18:59Z,35.1147598667,-89.8955014167,116574
17,2010-04-23T16:26:55Z,35.1077906911,-89.8880311847,156688
17,2010-04-22T02:00:18Z,35.0474384,-89.8859947,988560
17,2010-04-21T17:32:11Z,35.0948747333,-89.8094235667,60529
17,2010-04-21T00:07:41Z,35.1180722455,-89.9439552426,32334
17,2010-04-20T01:12:07Z,35.1069941785,-89.89597857,41376
17,2010-04-18T20:41:31Z,35.0564172,-90.0884706,971496
17,2010-04-18T00:17:53Z,35.19791299,-89.78706043,965466
17,2010-04-17T23:58:12Z,35.2007974033,-89.7878265381,9642
17,2010-04-17T18:46:10Z,35.24865295,-89.7470159667,962690
17,2010-04-17T07:06:52Z,35.133157628,-90.0279687345,26265
17,2010-04-16T23:51:56Z,35.1378133168,-89.9911004305,319211
17,2010-04-16T23:50:41Z,35.1353630167,-89.9903726667,764786
17,2010-04-16T23:11:59Z,35.1367153333,-89.9918847,360814
17,2010-04-13T23:23:11Z,35.1102159167,-89.94584925,458589
17,2010-04-12T12:18:33Z,35.133157628,-90.0279687345,26265
17,2010-04-11T18:33:34Z,35.1153582694,-89.8940366507,35031
17,2010-04-11T17:55:59Z,35.1137138333,-89.9466213333,304251
17,2010-04-11T14:46:58Z,35.1183772057,-89.9449235201,30763
17,2010-04-11T01:50:43Z,35.09370795,-89.80764585,455421
17,2010-04-11T01:19:33Z,35.0948747333,-89.8094235667,60529
17,2010-04-10T19:08:20Z,35.1377965736,-90.0252067184,914838
17,2010-04-10T16:29:31Z,35.085077,-89.8122216,360791
17,2010-04-10T15:17:07Z,35.1486099,-89.9033101,912405
17,2010-04-10T14:43:23Z,35.1505308,-89.91627375,72253
17,2010-04-10T13:59:18Z,35.1183772057,-89.9449235201,30763
17,2010-04-09T23:23:10Z,35.1590427263,-89.7953364495,524941
17,2010-04-09T17:29:18Z,35.1295938044,-89.9510748911,904532
17,2010-04-09T01:51:11Z,35.0958823833,-89.8590553333,602801
17,2010-04-08T00:21:29Z,35.1366928833,-90.0137018667,893576
17,2010-04-07T00:56:35Z,35.1180722455,-89.9439552426,32334
17,2010-04-04T18:06:16Z,35.1348102667,-89.9929702833,437476
17,2010-04-04T00:06:05Z,35.1153582694,-89.8940366507,35031
17,2010-04-04T00:04:33Z,35.1153582694,-89.8940366507,35031
17,2010-04-03T22:39:56Z,35.1147598667,-89.8955014167,116574
17,2010-04-03T00:12:31Z,35.1153582694,-89.8940366507,35031
17,2010-04-03T00:11:12Z,35.1153582694,-89.8940366507,35031
17,2010-04-02T23:04:25Z,35.1147598667,-89.8955014167,116574
